pais;industria;valor_importado
WLF;170 Other personal services;0.0
WSM;170 Other personal services;0.0
YEM;170 Other personal services;0.0
ZAF;170 Other personal services;0.1049999967217445
ZMB;170 Other personal services;0.0
ZWE;170 Other personal services;0.0
ABW;Accumulators primary cells and batteries;3.6626062393188477
AFG;Accumulators primary cells and batteries;45.717041015625
AGO;Accumulators primary cells and batteries;46.14054870605469
AIA;Accumulators primary cells and batteries;0.8612970113754272
ALB;Accumulators primary cells and batteries;11.17358112335205
AND;Accumulators primary cells and batteries;1.8844449520111084
ARE;Accumulators primary cells and batteries;858.0264892578125
ARG;Accumulators primary cells and batteries;294.76287841796875
ARM;Accumulators primary cells and batteries;18.405174255371094
ASM;Accumulators primary cells and batteries;0.10568899661302567
ATA;Accumulators primary cells and batteries;0.0362199991941452
ATF;Accumulators primary cells and batteries;0.07072299718856812
ATG;Accumulators primary cells and batteries;3.029144048690796
AUS;Accumulators primary cells and batteries;1795.5595703125
AUT;Accumulators primary cells and batteries;1244.6844482421875
AZE;Accumulators primary cells and batteries;38.558780670166016
BDI;Accumulators primary cells and batteries;5.600179672241211
BEL;Accumulators primary cells and batteries;3062.7021484375
BEN;Accumulators primary cells and batteries;11.285341262817383
BES;Accumulators primary cells and batteries;0.8057349920272827
BFA;Accumulators primary cells and batteries;21.173219680786133
BGD;Accumulators primary cells and batteries;136.97247314453125
BGR;Accumulators primary cells and batteries;300.5600280761719
BHR;Accumulators primary cells and batteries;34.528717041015625
BHS;Accumulators primary cells and batteries;15.89289379119873
BIH;Accumulators primary cells and batteries;28.913917541503906
BLM;Accumulators primary cells and batteries;0.029777001589536667
BLR;Accumulators primary cells and batteries;28.02716064453125
BLZ;Accumulators primary cells and batteries;5.05114221572876
BMU;Accumulators primary cells and batteries;4.556571006774902
BOL;Accumulators primary cells and batteries;42.4744873046875
BRA;Accumulators primary cells and batteries;886.970947265625
BRB;Accumulators primary cells and batteries;7.088866233825684
BRN;Accumulators primary cells and batteries;9.477973937988281
BTN;Accumulators primary cells and batteries;3.3254683017730713
BVT;Accumulators primary cells and batteries;0.0
BWA;Accumulators primary cells and batteries;15.847978591918945
CAF;Accumulators primary cells and batteries;5.941134452819824
CAN;Accumulators primary cells and batteries;2256.9072265625
CCK;Accumulators primary cells and batteries;0.0794840008020401
CHE;Accumulators primary cells and batteries;744.654052734375
CHL;Accumulators primary cells and batteries;256.1403503417969
CHN;Accumulators primary cells and batteries;3775.853515625
CIV;Accumulators primary cells and batteries;31.4876651763916
CMR;Accumulators primary cells and batteries;50.696842193603516
COD;Accumulators primary cells and batteries;30.751455307006836
COG;Accumulators primary cells and batteries;14.672699928283691
COK;Accumulators primary cells and batteries;0.4741719961166382
COL;Accumulators primary cells and batteries;197.49322509765625
COM;Accumulators primary cells and batteries;1.0518370866775513
CPV;Accumulators primary cells and batteries;1.493553876876831
CRI;Accumulators primary cells and batteries;53.42217254638672
CUB;Accumulators primary cells and batteries;19.19915771484375
CUW;Accumulators primary cells and batteries;5.467104911804199
CXR;Accumulators primary cells and batteries;0.07467800378799438
CYM;Accumulators primary cells and batteries;3.5405802726745605
CYP;Accumulators primary cells and batteries;27.501890182495117
CZE;Accumulators primary cells and batteries;4503.7880859375
DEU;Accumulators primary cells and batteries;21217.7265625
DJI;Accumulators primary cells and batteries;34.88029861450195
DMA;Accumulators primary cells and batteries;1.0547000169754028
DNK;Accumulators primary cells and batteries;362.366455078125
DOM;Accumulators primary cells and batteries;135.71627807617188
DZA;Accumulators primary cells and batteries;82.30465698242188
ECU;Accumulators primary cells and batteries;52.20024490356445
EGY;Accumulators primary cells and batteries;158.6748046875
ERI;Accumulators primary cells and batteries;2.5498030185699463
ESH;Accumulators primary cells and batteries;0.0038479999639093876
ESP;Accumulators primary cells and batteries;3348.884765625
EST;Accumulators primary cells and batteries;76.19110107421875
ETH;Accumulators primary cells and batteries;62.79142379760742
FIN;Accumulators primary cells and batteries;828.977783203125
FJI;Accumulators primary cells and batteries;7.767966270446777
FLK;Accumulators primary cells and batteries;0.25174200534820557
FRA;Accumulators primary cells and batteries;3497.854736328125
FRE;Accumulators primary cells and batteries;6.043159008026123
FRO;Accumulators primary cells and batteries;2.0338358879089355
FSM;Accumulators primary cells and batteries;0.44105201959609985
GAB;Accumulators primary cells and batteries;8.27197265625
GBR;Accumulators primary cells and batteries;3640.067626953125
GEO;Accumulators primary cells and batteries;28.657833099365234
GHA;Accumulators primary cells and batteries;41.26591491699219
GIB;Accumulators primary cells and batteries;1.5868120193481445
GIN;Accumulators primary cells and batteries;39.281524658203125
GMB;Accumulators primary cells and batteries;8.609310150146484
GNB;Accumulators primary cells and batteries;1.643610954284668
GNQ;Accumulators primary cells and batteries;3.8676700592041016
GRC;Accumulators primary cells and batteries;202.28494262695312
GRD;Accumulators primary cells and batteries;1.9887820482254028
GRL;Accumulators primary cells and batteries;1.6400189399719238
GTM;Accumulators primary cells and batteries;89.14559936523438
GUM;Accumulators primary cells and batteries;0.6948350667953491
GUY;Accumulators primary cells and batteries;12.598823547363281
HKG;Accumulators primary cells and batteries;4372.0546875
HMD;Accumulators primary cells and batteries;0.0
HND;Accumulators primary cells and batteries;41.67332458496094
HRV;Accumulators primary cells and batteries;122.65962219238281
HTI;Accumulators primary cells and batteries;45.12434387207031
HUN;Accumulators primary cells and batteries;2354.6953125
IDN;Accumulators primary cells and batteries;826.7967529296875
IND;Accumulators primary cells and batteries;3295.14404296875
IOT;Accumulators primary cells and batteries;0.005741999950259924
IRL;Accumulators primary cells and batteries;329.889892578125
IRN;Accumulators primary cells and batteries;46.304847717285156
IRQ;Accumulators primary cells and batteries;252.01620483398438
ISL;Accumulators primary cells and batteries;16.927597045898438
ISR;Accumulators primary cells and batteries;378.45977783203125
ITA;Accumulators primary cells and batteries;3778.576171875
JAM;Accumulators primary cells and batteries;26.179637908935547
JOR;Accumulators primary cells and batteries;48.258541107177734
JPN;Accumulators primary cells and batteries;3208.33203125
KAZ;Accumulators primary cells and batteries;103.72706604003906
KEN;Accumulators primary cells and batteries;78.36953735351562
KGZ;Accumulators primary cells and batteries;26.785646438598633
KHM;Accumulators primary cells and batteries;31.3489990234375
KIR;Accumulators primary cells and batteries;0.44779402017593384
KNA;Accumulators primary cells and batteries;2.2292211055755615
KOR;Accumulators primary cells and batteries;6249.71826171875
KWT;Accumulators primary cells and batteries;95.55504608154297
LAO;Accumulators primary cells and batteries;19.383956909179688
LBN;Accumulators primary cells and batteries;350.7079772949219
LBR;Accumulators primary cells and batteries;12.268943786621094
LBY;Accumulators primary cells and batteries;60.50568771362305
LCA;Accumulators primary cells and batteries;1.753587007522583
LIE;Accumulators primary cells and batteries;0.0
LKA;Accumulators primary cells and batteries;59.96078109741211
LSO;Accumulators primary cells and batteries;5.452754020690918
LTU;Accumulators primary cells and batteries;141.63075256347656
LUX;Accumulators primary cells and batteries;33.91920471191406
LVA;Accumulators primary cells and batteries;67.55917358398438
MAC;Accumulators primary cells and batteries;10.59748649597168
MAR;Accumulators primary cells and batteries;102.60066986083984
MDA;Accumulators primary cells and batteries;16.95249366760254
MDG;Accumulators primary cells and batteries;26.4940128326416
MDV;Accumulators primary cells and batteries;7.582385063171387
MEX;Accumulators primary cells and batteries;3680.00732421875
MHL;Accumulators primary cells and batteries;0.6485689878463745
MKD;Accumulators primary cells and batteries;63.7843017578125
MLI;Accumulators primary cells and batteries;34.83904266357422
MLT;Accumulators primary cells and batteries;8.728353500366211
MMR;Accumulators primary cells and batteries;92.65841674804688
MNE;Accumulators primary cells and batteries;7.853537082672119
MNG;Accumulators primary cells and batteries;20.77576446533203
MNP;Accumulators primary cells and batteries;0.2206919938325882
MOZ;Accumulators primary cells and batteries;32.162841796875
MRT;Accumulators primary cells and batteries;10.955877304077148
MSR;Accumulators primary cells and batteries;0.1752990037202835
MUS;Accumulators primary cells and batteries;15.791627883911133
MWI;Accumulators primary cells and batteries;10.471113204956055
MYS;Accumulators primary cells and batteries;1489.2808837890625
NAM;Accumulators primary cells and batteries;24.99968910217285
NCL;Accumulators primary cells and batteries;11.298612594604492
NER;Accumulators primary cells and batteries;14.885607719421387
NFK;Accumulators primary cells and batteries;0.11075899749994278
NGA;Accumulators primary cells and batteries;142.37115478515625
NIC;Accumulators primary cells and batteries;32.41230392456055
NIU;Accumulators primary cells and batteries;0.031304001808166504
NLD;Accumulators primary cells and batteries;3039.990966796875
NOR;Accumulators primary cells and batteries;414.47979736328125
NPL;Accumulators primary cells and batteries;39.99140167236328
NRU;Accumulators primary cells and batteries;0.04228999838232994
NZL;Accumulators primary cells and batteries;157.39402770996094
OMN;Accumulators primary cells and batteries;124.74457550048828
PAK;Accumulators primary cells and batteries;122.50498962402344
PAN;Accumulators primary cells and batteries;48.73187255859375
PCN;Accumulators primary cells and batteries;0.0016499999910593033
PER;Accumulators primary cells and batteries;145.32093811035156
PHL;Accumulators primary cells and batteries;585.7193603515625
PLW;Accumulators primary cells and batteries;3.340252161026001
PNG;Accumulators primary cells and batteries;32.08049011230469
POL;Accumulators primary cells and batteries;3667.4521484375
PRK;Accumulators primary cells and batteries;0.032405998557806015
PRT;Accumulators primary cells and batteries;320.91912841796875
PRY;Accumulators primary cells and batteries;59.3857307434082
PSE;Accumulators primary cells and batteries;15.270800590515137
PYF;Accumulators primary cells and batteries;14.494001388549805
QAT;Accumulators primary cells and batteries;114.47319030761719
ROU;Accumulators primary cells and batteries;565.8768920898438
RUS;Accumulators primary cells and batteries;839.1409912109375
RWA;Accumulators primary cells and batteries;28.599252700805664
SAU;Accumulators primary cells and batteries;717.4852294921875
SDN;Accumulators primary cells and batteries;69.07376098632812
SEN;Accumulators primary cells and batteries;21.949880599975586
SGP;Accumulators primary cells and batteries;1356.2056884765625
SGS;Accumulators primary cells and batteries;0.0
SHN;Accumulators primary cells and batteries;0.1990169882774353
SLB;Accumulators primary cells and batteries;2.713114023208618
SLE;Accumulators primary cells and batteries;12.881789207458496
SLV;Accumulators primary cells and batteries;44.381587982177734
SMR;Accumulators primary cells and batteries;0.1261259913444519
SOM;Accumulators primary cells and batteries;28.06743621826172
SPM;Accumulators primary cells and batteries;0.09479200094938278
SRB;Accumulators primary cells and batteries;73.17166137695312
SSD;Accumulators primary cells and batteries;5.18977165222168
STP;Accumulators primary cells and batteries;0.4489009976387024
SUR;Accumulators primary cells and batteries;10.420063972473145
SVK;Accumulators primary cells and batteries;1907.6815185546875
SVN;Accumulators primary cells and batteries;348.8274230957031
SWE;Accumulators primary cells and batteries;1301.3636474609375
SWZ;Accumulators primary cells and batteries;5.835660934448242
SXM;Accumulators primary cells and batteries;2.0329389572143555
SYC;Accumulators primary cells and batteries;4.106244087219238
SYR;Accumulators primary cells and batteries;39.84356689453125
TCA;Accumulators primary cells and batteries;1.4347881078720093
TCD;Accumulators primary cells and batteries;4.869370460510254
TGO;Accumulators primary cells and batteries;15.127532958984375
THA;Accumulators primary cells and batteries;715.481689453125
TJK;Accumulators primary cells and batteries;9.252631187438965
